ycor,velocidad,timecreac,tramosid,tonelaje,tonhora
839944385,18,43469.01211,-1,1820,7320
839944406,18,43469.01213,-1,2221,7320
839944406,18,43469.01215,-1,2221,7320
839944406,0,43469.01218,-1,2221,7320
839944417,0,43469.0122,-1,2221,7320
839944417,18,43469.01222,-1,2221,7320
839944417,0,43469.01225,-1,2221,7320
839944438,0,43469.01227,-1,2221,7320
839944438,0,43469.01229,-1,2221,7320
839944438,0,43469.01231,-1,2221,7320
839944438,18,43469.01234,-1,2221,7320
839944417,129,43469.01236,-1,2221,7320
839944406,351,43469.01238,-1,2221,7320
839944759,666,43469.01241,-1,2221,7320
839945111,833,43469.01243,-1,2379,7320
839945529,1055,43469.01245,-1,2379,7320
839945529,1055,43469.01248,-1,2379,7320
839945874,1074,43469.0125,-1,2379,7320
839945954,1259,43469.01252,4833,2379,7320
839945742,1426,43469.01255,4833,2379,7320
839945144,1592,43469.01257,4833,2379,7320
839944604,1759,43469.01259,4833,2379,7320
839943937,1759,43469.01262,4833,2379,7320
839943111,1889,43469.01264,4833,2379,7320
839943111,1889,43469.01266,4833,2443,7320
839942180,2185,43469.01269,4833,2443,7320
839940639,2333,43469.01271,4833,2443,7320
839939432,2481,43469.01273,4833,2443,7320
839938118,2537,43469.01275,4833,2443,7320
839936729,2611,43469.01278,4833,2443,7320
839935329,2574,43469.0128,4833,2443,7320
839933950,2500,43469.01282,4833,2443,7320
839932546,2555,43469.01285,4833,2443,7320
839931070,2648,43469.01287,4833,2443,7320
839929603,2759,43469.01289,4833,2443,7320
839928054,2926,43469.01292,4833,2443,7320
839925750,2870,43469.01294,4833,2443,7320
839924363,2481,43469.01296,4833,2443,7320
839924363,2481,43469.01299,4260,2443,7320
839923273,1926,43469.01301,4260,2443,7320
839922465,1629,43469.01303,4260,2443,7320
839921806,1389,43469.01306,4260,2443,7320
839921188,1240,43469.01308,4260,2443,7320
839920603,1314,43469.0131,4260,2443,7320
839920280,1333,43469.01312,4260,2443,7320
839919927,1370,43469.01315,4260,2443,7320
839919387,1500,43469.01317,4260,2443,7320
839918992,1481,43469.01319,4260,2443,7320
839918992,1481,43469.01322,4260,2443,7320
839918168,1518,43469.01324,4260,2443,7320
839917488,1555,43469.01326,4260,2443,7320
839916723,1592,43469.01329,4260,2443,7320
839915925,1629,43469.01331,4260,2443,7320
839915033,1703,43469.01333,4260,2443,7320
839914096,1740,43469.01336,4260,2443,7320
839913138,1814,43469.01338,4260,2443,7320
839912030,1963,43469.0134,4260,2443,7320
839910847,2185,43469.01343,4260,2443,7320
839909537,2277,43469.01345,4260,2443,7320
839908203,2481,43469.01347,4260,2443,7320
839906210,2574,43469.0135,4260,2443,7320
839904905,2537,43469.01352,4260,2443,7320
839903681,2629,43469.01354,4260,2443,7320
839902656,2500,43469.01356,4260,2443,7320
839902656,2500,43469.01359,4260,2443,7320
839901346,2555,43469.01361,4260,2443,7320
839900947,2592,43469.01363,2693,2443,7320
839900118,2666,43469.01366,2693,2443,7320
839899342,2648,43469.01368,2693,2443,7320
839898122,3018,43469.0137,2693,2443,7320
839897268,3259,43469.01373,2693,2443,7320
839896393,2926,43469.01375,2693,2443,7320
839895626,2981,43469.01377,2693,2443,7320
839894815,3148,43469.0138,2693,2443,7320
839893962,3055,43469.01382,2693,2443,7320
839892648,2907,43469.01384,2693,2443,7320
839891639,2944,43469.01387,2693,2443,7320
839890475,3000,43469.01389,38,2443,7320
839889876,3055,43469.01391,38,2443,7320
839887924,3037,43469.01394,38,2443,7320
839887924,3037,43469.01396,38,2443,7320
839886497,3111,43469.01398,38,2443,7320
839884226,2944,43469.014,38,2443,7320
839881803,2981,43469.01403,38,2443,7320
839880221,3018,43469.01405,38,2443,7320
839877992,2981,43469.01407,38,2443,7320
839876448,3148,43469.0141,38,2443,7320
839876448,3148,43469.01412,38,2443,7320
839874949,3241,43469.01414,387,2443,7320
839872750,3185,43469.01417,387,2443,7320
839870796,3092,43469.01419,387,2443,7320
839869650,3111,43469.01421,387,2443,7320
839869650,3111,43469.01424,387,2443,7320
839867878,3222,43469.01426,387,2443,7320
839866618,3389,43469.01428,387,2443,7320
839865283,3444,43469.01431,387,2443,7320
839865283,3444,43469.01433,387,2443,7320
839861374,3463,43469.01435,387,2443,7320
839861374,3463,43469.01437,387,2443,7320
839859412,3352,43469.0144,387,2443,7320
839858119,3259,43469.01442,235,2443,7320
839856858,3203,43469.01444,235,2443,7320
839856858,3203,43469.01447,235,2443,7320
839855573,3092,43469.01449,235,2443,7320
839854318,2648,43469.01451,235,2443,7320
839851876,2277,43469.01454,235,2443,7320
839850693,1944,43469.01456,235,2443,7320
839849625,1963,43469.01458,235,2443,7320
839849625,1963,43469.01461,235,2443,7320
839848504,2203,43469.01463,235,2443,7320
839846569,2259,43469.01465,235,2443,7320
839845353,2166,43469.01468,582,2443,7320
839845353,2166,43469.0147,582,2443,7320
839844157,2277,43469.01472,582,2443,7320
839842898,2259,43469.01475,582,2443,7320
839841014,2203,43469.01477,582,2443,7320
839838476,2240,43469.01479,582,2443,7320
839837808,2259,43469.01481,582,2443,7320
839835883,2240,43469.01484,582,2443,7320
839834665,2259,43469.01486,582,2443,7320
839834665,2259,43469.01488,582,2443,7320
839833478,2277,43469.01491,582,2443,7320
839832259,2277,43469.01493,582,2443,7320
839830445,2277,43469.01495,582,2443,7320
839829309,2259,43469.01498,582,2443,7320
839829309,2259,43469.015,582,2443,7320
839827150,2203,43469.01502,582,2443,7320
839826620,2240,43469.01505,582,2443,7320
839825031,2277,43469.01507,582,2443,7320
839824081,2352,43469.01509,582,2443,7320
839823160,2240,43469.01512,582,2443,7320
839821865,2166,43469.01514,582,2443,7320
839820999,2240,43469.01516,2004,2443,7320
839820550,2222,43469.01519,2004,2443,7320
839819233,2277,43469.01521,2004,2443,7320
839818470,2259,43469.01523,2004,2443,7320
839817426,2259,43469.01525,2004,2443,7320
839817166,2277,43469.01528,2004,2443,7320
839817166,2277,43469.0153,2004,2443,7320
839816676,2296,43469.01532,2004,2443,7320
839816073,2259,43469.01535,2004,2443,7320
839815804,2240,43469.01537,2004,2443,7320
839815701,2277,43469.01539,2004,2443,7320
839815392,2259,43469.01542,2004,2443,7320
839815392,2259,43469.01544,2004,2443,7320
839815313,2259,43469.01546,2004,2443,7320
839815176,2203,43469.01549,2004,2443,7320
839815171,2296,43469.01551,2004,2443,7320
839815222,2315,43469.01553,2004,2443,7320
839815343,2277,43469.01556,2004,2443,7320
839815381,2203,43469.01558,2004,2443,7320
839815378,2240,43469.0156,2004,2443,7320
839815378,2240,43469.01562,2004,2443,7320
839815363,2315,43469.01565,2004,2443,7320
839815347,2259,43469.01567,2003,2443,7320
839815138,2277,43469.01569,2003,2443,7320
839815138,2277,43469.01572,2003,2443,7320
839814933,2277,43469.01574,2003,2443,7320
839814558,2277,43469.01576,2003,2443,7320
839814381,2259,43469.01579,2003,2443,7320
839813557,2315,43469.01581,2003,2443,7320
839812847,2185,43469.01583,2003,2443,7320
839812034,2148,43469.01586,2003,2443,7320
839811106,2240,43469.01588,2003,2443,7320
839811106,2240,43469.0159,2003,2443,7320
839808375,2277,43469.01593,2003,2443,7320
839807241,2222,43469.01595,2003,2443,7320
839806095,2222,43469.01597,2003,2443,7320
null,null,43469.016,null,null,7320
839804264,2203,43469.01602,2003,2443,7320
839803130,2240,43469.01604,2003,2443,7320
839802578,2259,43469.01606,2003,2443,7320
839801465,2222,43469.01609,2003,2443,7320
839799749,2222,43469.01611,2003,2443,7320
839798540,2222,43469.01613,2003,2443,7320
839798540,2222,43469.01616,2003,2443,7320
839796041,2315,43469.01618,25,2443,7320
839794799,2203,43469.0162,25,2443,7320
839793540,2222,43469.01623,25,2443,7320
839792324,2222,43469.01625,25,2443,7320
839791117,2259,43469.01627,25,2443,7320
839789306,2222,43469.0163,25,2443,7320
839789306,2222,43469.01632,25,2443,7320
839788110,2222,43469.01634,25,2443,7320
839786882,2222,43469.01637,25,2443,7320
839785715,2259,43469.01639,25,2443,7320
839784528,2222,43469.01641,25,2443,7320
839783361,2222,43469.01644,25,2443,7320
839781498,2203,43469.01646,86,2443,7320
839780280,2203,43469.01648,86,2443,7320
839779063,2259,43469.0165,86,2443,7320
839777899,2240,43469.01653,86,2443,7320
839776757,2259,43469.01655,86,2443,7320
839776757,2259,43469.01657,86,2443,7320
839775613,2222,43469.0166,86,2443,7320
839774396,2240,43469.01662,86,2443,7320
839773127,2277,43469.01664,86,2443,7320
839771349,2240,43469.01667,86,2443,7320
